번호,사업명,발주기관,수요기관,예산액,예산(만원),예산(억),발주시기,계약방법,업종,재량여부,지역,담당자,연락처
R26DD20666868,"2026년 임도 실시설계용역 3차(구조개량_기번 4, 궁촌리 산310 외 1)",산림청 동부지방산림청 삼척국유림관리소,산림청,17546000,1755,0.18,2026-02-25 10:13:51,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666858,2026년 스마트관망 시설물 유지관리용역(북부),경기도 평택시 상하수도사업소,경기도,78628000,7863,0.79,2026-02-25 10:10:00,수의계약,기타,재량계약,,박현민,031-8024-5435
R26DD20666825,2026년 시민안전체험관 시설물 안전점검(정기안전점검 및 정밀안전점검),서울특별시 시민안전체험관,서울특별시,11550000,1155,0.12,2026-02-25 10:03:21,수의계약,기타,소액수의,,이보영,02-2027-4124
R26DD20666814,26-D-00부대 건축물등재 설계용역(B510),국방부 국군재정관리단,국방부,609172000,60917,6.09,2026-02-25 10:00:12,일반경쟁,건축공사,일반경쟁,,차하나,02-3146-6613
R26DD20666983,2026년 서울시 정신건강통계홈페이지  유지관리,서울시 정신건강복지센터,서울특별시,38427500,3843,0.38,2026-02-25 11:12:50,제한경쟁,기타,소액수의,,박가은,02-3444-9934
R26DD20666979,기계설비 개선공사 설계용역,대통령경호처,대통령경호처,47897000,4790,0.48,2026-02-25 11:10:48,수의계약,기계설비공사,소액수의,,양지숙,02-800-5536
R26DD20666936,대구선원초등학교 외 4교 조리실 환기시설 개선 전기공사 설계용역,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청,9945000,994,0.1,2026-02-25 10:46:51,수의계약,전기공사,소액수의,,채준철,053-234-0146
R26DD20666648,주택건설공사 감리용역(전기)(천안 백석5지구 1BL 공동주택 신축공사),충청남도 천안시,충청남도,1081146226,108115,10.81,2026-02-25 09:26:50,일반경쟁,전기공사,일반경쟁,,표종훈,041-521-5705
R26DD20666441,2026년 2차 산불예방숲가꾸기사업(포리지구)감리용역,고령군산림조합,경상북도,4560000,456,0.05,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666440,2026년 2차 산불예방숲가꾸기사업(오사지구)감리용역,고령군산림조합,경상북도,7767000,777,0.08,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666439,2026년 2차 산불예방숲가꾸기사업(중화지구)감리용역,고령군산림조합,경상북도,6120000,612,0.06,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666438,2026년 2차 산불예방숲가꾸기사업(인안지구)감리용역,고령군산림조합,경상북도,7896000,790,0.08,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666437,2026년 2차 산불예방숲가꾸기사업(사부지구)감리용역,고령군산림조합,경상북도,8244000,824,0.08,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20667312,일운면 공공하수처리시설 증설사업 외 2개소 토질조사 용역,경상남도 거제시,경상남도,105490000,10549,1.05,2026-02-25 14:12:50,수의계약,기타,재량계약,,백정화,055-639-3501
R26DD20665978,주택건설공사 감리자(건축)모집공고[양주 회천지구 A8BL 공동주택 신축공사],경기도 양주시,경기도,1391883314,139188,13.92,2026-02-24 16:46:50,일반경쟁,건축공사,일반경쟁,,김용래,031-8082-6673
R26DD20666923,국도40호선 반교터널 등 22개소 정기하자점검용역,국토교통부 대전지방국토관리청 논산국토관리사무소,국토교통부,81800000,8180,0.82,2026-02-25 10:36:38,제한경쟁,기타,재량계약,,선나연,041-730-5817
R26DD20666112,구미문화예술회관 건축물 정밀안전점검 용역,경상북도 구미시,경상북도,24500000,2450,0.24,2026-02-24 17:32:28,수의계약,건축공사,소액수의,,하태경,054-480-4573
R26DD20667136,2026년 속초시 보호구역 실태조사(심층) 용역,강원특별자치도 속초시,강원특별자치도,43000000,4300,0.43,2026-02-25 13:23:15,수의계약,기타,소액수의,,김상유,033-639-2487
R26DD20667098,2026년 춘기조림사업(가은외지구) 감리용역,경북 문경시산림조합,산림조합중앙회,10022000,1002,0.1,2026-02-25 13:08:16,수의계약,기타,소액수의,,장은주,054-555-2304
R26DD20666706,영선3지구 급경사지 정비사업 기본 및 실시설계용역,부산광역시 영도구,부산광역시,108700000,10870,1.09,2026-02-25 09:46:57,제한경쟁,기타,재량계약,,이승진,051-419-4145
R26DD20666696,주택건설공사 감리용역(전기)(천안 백석5지구 2BL 공동주택 신축공사),충청남도 천안시,충청남도,641082979,64108,6.41,2026-02-25 09:43:48,일반경쟁,전기공사,일반경쟁,,표종훈,041-521-5705
R26DD20666604,2026년 2권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 운반용역,대전광역시 건설관리본부,대전광역시,5428000,543,0.05,2026-02-25 09:11:20,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20666596,2026년 2권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 처리용역,대전광역시 건설관리본부,대전광역시,10502000,1050,0.11,2026-02-25 09:09:07,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20666527,2026년 서서울호수공원 산사태 예방사업 시공감리용역 ,서울특별시 서부공원여가센터,서울특별시,3700000,370,0.04,2026-02-25 07:19:57,수의계약,기타,소액수의,,신혜경,070-7729-9400
R26DD20667015,2026년 나주 비축농지 임대형 스마트팜 세부설계 용역,한국농어촌공사 전남지역본부,한국농어촌공사,20102000,2010,0.2,2026-02-25 11:24:42,수의계약,기타,소액수의,,이규성,062-958-2310
R26DD20666366,2026년 임도시설사업(구조개량_기번5) 실시설계용역(3차),산림청 동부지방산림청 평창국유림관리소,산림청,17354000,1735,0.17,2026-02-24 20:32:35,수의계약,기타,소액수의,,서문철,033-330-4031
R26DD20666328,부강역~북대전IC 건설공사 재해영향평가용역,행정중심복합도시건설청,행정중심복합도시건설청,229600000,22960,2.3,2026-02-24 20:00:16,제한경쟁,기타,일반경쟁,,김종환,044-200-3232
R26DD20666211,노후 정수장 정비공사(도남정수장) 기본 및 실시설계용역,경상북도 상주시,경상북도,2922900000,292290,29.23,2026-02-24 18:11:25,일반경쟁,기타,일반경쟁,,정민아,054-537-6132
R26DD20666184,금자지구 지질조사 용역,한국농어촌공사 전남지역본부,한국농어촌공사,21651000,2165,0.22,2026-02-24 18:00:44,수의계약,기타,소액수의,,이규성,062-958-2310
R26DD20666182,주택건설공사 감리자(건축) 모집 공고[검단신도시 AB22블록],인천광역시 서구,인천광역시,6635504000,663550,66.36,2026-02-24 17:57:52,일반경쟁,건축공사,일반경쟁,,김지연,032-560-4732
R26DD20666147,이천시 동요역사관 건립사업 외 1개소 통합건설사업관리 용역,경기도 이천시,경기도,2599685000,259968,26.0,2026-02-24 17:50:59,일반경쟁,기타,일반경쟁,,정예나,031-644-2582
R26DD20667362,아산시 3종 시설물 정기안전점검용역,충청남도 아산시 미래도시관리사업소,충청남도,97370000,9737,0.97,2026-02-25 14:26:07,수의계약,기타,재량계약,,박기용,041-540-2932
R26DD20666095,2026년 김해시 주차장 수급 및 안전관리 실태조사 용역_긴급,경상남도 김해시,경상남도,170500000,17050,1.71,2026-02-24 17:24:36,제한경쟁,기타,재량계약,,한도희,055-330-4917
R26DD20665744,실시간 통합정보시스템(4호선 진접선 50칸) 알림기능 개선 용역,서울교통공사,서울특별시,11000000,1100,0.11,2026-02-24 15:21:54,수의계약,기타,소액수의,,김일,02-6311-9661
R26DD20665728,가칭 온미래학교 신축공사 설계 경제성 등(VE) 검토 용역,전라남도교육청,전라남도교육청,72742000,7274,0.73,2026-02-24 15:14:52,제한경쟁,건축공사,재량계약,,박민아,061-260-0784
R26DD20665696,"새만금 방조제 외 교량(9개소) 정밀안전진단,점검,성능평가 용역",한국농어촌공사 새만금사업단,한국농어촌공사,3040554000,304055,30.41,2026-02-24 15:02:01,일반경쟁,토목공사,일반경쟁,,이진숙,063-540-5800
R26DD20667234,수산면 오티리 취약지역 생활여건 개조사업 기본 및 시행계획(실시설계) 수립 용역,충청북도 제천시,충청북도,169400000,16940,1.69,2026-02-25 13:46:06,제한경쟁,기타,재량계약,,김태수,043-641-6244
R26DD20667224,"2026년 남해바다숲 신규지(여수시 개도 신흥, 통영시 욕지 도동) 효과조사",한국수산자원공단 남해본부,해양수산부,61775000,6178,0.62,2026-02-25 13:42:38,수의계약,기타,재량계약,,신경수,061-640-1921
R26DD20667213,2026 덕유대 자연학습장 건축물대장 현행화 용역,국립공원공단 덕유산국립공원사무소,국립공원공단,41000000,4100,0.41,2026-02-25 13:39:50,수의계약,건축공사,소액수의,,이정우,063-320-3832
R26DD20667210,국도7호선 안호터널 등 5개소 정밀안전점검용역,국토교통부 원주지방국토관리청 강릉국토관리사무소,국토교통부,95000000,9500,0.95,2026-02-25 13:39:30,제한경쟁,기타,재량계약,,이호진,033-943-9934
R26DD20667201,국도7호선 쌍천교 등 3개소 정밀안전점검용역,국토교통부 원주지방국토관리청 강릉국토관리사무소,국토교통부,104000000,10400,1.04,2026-02-25 13:38:33,제한경쟁,기타,재량계약,,손원필,033-672-6431
R26DD20666421,2026년 상반기 정수시설 안전점검(정밀·정기) 용역,전라남도 영암군 수도사업소,전라남도,49410000,4941,0.49,2026-02-24 22:28:27,수의계약,기타,소액수의,,최현우,061-470-6711
R26DD20665640,2026년 상반기 남부권 1종 교량(12개소) 정기안전점검용역,세종특별자치시 도로관리사업소,세종특별자치시,80300000,8030,0.8,2026-02-24 14:48:13,수의계약,토목공사,재량계약,,유채희,044-301-3728
R26DD20665636,세종 스마트 국가산단 진입도로 건설공사 기본 및 실시설계 용역,세종특별자치시,세종특별자치시,1500000000,150000,15.0,2026-02-24 14:47:26,일반경쟁,토목공사,일반경쟁,,유대성,044-300-4622
R26DD20666215,2026년 상반기 상수도시설물 정기 및 정밀안전점검 용역,경상남도 김해시,경상남도,48330000,4833,0.48,2026-02-24 18:14:25,수의계약,기타,소액수의,,김현경,055-330-3895
R26DD20665990,주택건설공사 감리자(소방)모집공고[양주 회천지구 A8BL 공동주택 신축공사],경기도 양주시,경기도,201939443,20194,2.02,2026-02-24 16:51:40,일반경쟁,소방공사,일반경쟁,,김용래,031-8082-6673
R26DD20665779,대동 자연재해위험개선지구 정비사업 기본 및 실시설계용역,전북특별자치도 고창군,전북특별자치도,3649360000,364936,36.49,2026-02-24 15:35:51,지명경쟁,기타,일반경쟁,,이원석,063-560-2663
R26DD20665734,(PQ후가격입찰)양평1빗물펌프장 외 3개소 정밀안전진단 용역,서울특별시 영등포구,서울특별시,378000000,37800,3.78,2026-02-24 15:18:34,일반경쟁,기타,일반경쟁,,정대영,02-2670-3856
R26DD20667115,2026 덕유산 공중화장실 정비공사 실시설계 용역,국립공원공단 덕유산국립공원사무소,국립공원공단,18800000,1880,0.19,2026-02-25 13:18:07,수의계약,기타,소액수의,,이정우,063-320-3832
R26DD20667045,가덕터널(거제방향) 정밀안전진단용역,부산광역시,부산광역시,164500000,16450,1.65,2026-02-25 11:33:40,일반경쟁,기타,재량계약,,백기열,051-550-7263
R26DD20666968,"신남고 기숙사 및 실습실 증축 전기,통신,소방공사 설계용역",강원특별자치도교육청 강원특별자치도인제교육지원청,강원특별자치도교육청,142585000,14258,1.43,2026-02-25 11:06:41,제한경쟁,전기공사,재량계약,,황수연,033-460-1031
R26DD20666005,2026년 캠프킴 주변 유류오염 지하수 정화용역,서울특별시,서울특별시,80348000,8035,0.8,2026-02-24 16:56:18,일반경쟁,기타,재량계약,,최영진,02-120-0000
R26DD20665994,주택건설공사 감리자(전기)모집공고[양주 회천지구 A8BL 공동주택 신축공사],경기도 양주시,경기도,550717157,55072,5.51,2026-02-24 16:52:31,일반경쟁,전기공사,일반경쟁,,김용래,031-8082-6673
R26DD20666237,주택건설공사 감리자(소방) 모집 공고[검단신도시 AB22블록],인천광역시 서구,인천광역시,1885199000,188520,18.85,2026-02-24 18:31:12,일반경쟁,소방공사,일반경쟁,,김지연,032-560-4150
R26DD20666208,이태원동 214-37번지 일대 주택재개발사업 정비계획수립 및 정비구역지정 용역 ,서울특별시 용산구,서울특별시,550000000,55000,5.5,2026-02-24 18:10:15,일반경쟁,기타,일반경쟁,,김수목,02-2199-7452
R26DD20666200,경주 파크골프장 조성사업 중장기계획 수립 및 타당성 조사 용역,경상북도 경주시,경상북도,99809000,9981,1.0,2026-02-24 18:07:55,수의계약,기타,재량계약,,최준혁,054-779-6166
R26DD20666195,천안 스마트그린산단「천안 산단 스마트셔틀 운영 용역」(긴급),재단법인천안과학산업진흥원,충청남도,320000000,32000,3.2,2026-02-24 18:05:27,일반경쟁,기타,일반경쟁,,최정욱,070-4077-4560
R26DD20666007,2026년 서울월드컵경기장 지붕층 계측시스템 유지관리 용역,서울시설공단,서울특별시,92700000,9270,0.93,2026-02-24 16:56:57,수의계약,기타,재량계약,,권욱천,02-2128-2939
R26DD20666397,2026년 사방시설 정밀점검 위탁용역,산림청 북부지방산림청 수원국유림관리소,산림청,19260000,1926,0.19,2026-02-24 21:20:48,수의계약,기타,소액수의,,이호현,031-240-8931
R26DD20666363,2026년 이도시설사업(구조개량_기번3) 실시설계용역(3차),산림청 동부지방산림청 평창국유림관리소,산림청,19282000,1928,0.19,2026-02-24 20:31:14,수의계약,기타,소액수의,,서문철,033-330-4031
R26DD20665702,군사시설 이전 기본계획 수립 및 타당성조사 용역,경상북도 영천시,경상북도,492000000,49200,4.92,2026-02-24 15:03:20,일반경쟁,기타,일반경쟁,,한남혁,054-330-6024
R26DD20666426,시흥동 1-1번지 일대 주택재개발 정비계획 수립 및 정비구역 지정 용역,서울특별시 금천구,서울특별시,362400000,36240,3.62,2026-02-24 23:27:40,일반경쟁,기타,일반경쟁,,장윤승,02-2627-1564
R26DD20667192,국도44호선 옥녀1교 등 5개소 정밀안전점검용역,국토교통부 원주지방국토관리청 강릉국토관리사무소,국토교통부,97000000,9700,0.97,2026-02-25 13:37:32,제한경쟁,기타,재량계약,,이재인,033-943-9933
R26DD20667158,문화제조창 문화의 언덕 경관조성사업 기본(디자인) 및 실시설계용역,충청북도 청주시,충청북도,50000000,5000,0.5,2026-02-25 13:30:41,수의계약,기타,소액수의,,연승,043-201-2554
R26DD20667414,신내 택지개발지구 지구단위계획 재정비 관련 교통영향평가 용역,서울특별시,서울특별시,200000000,20000,2.0,2026-02-25 14:42:34,제한경쟁,기타,재량계약,,안동호,02-2133-8397
R26DD20667409,거제면 공공하수처리시설 증설사업 외 4개소 조사측량 용역,경상남도 거제시,경상남도,101300000,10130,1.01,2026-02-25 14:40:12,수의계약,기타,재량계약,,백정화,055-639-4903
R26DD20667352,광주제1하수처리장 에너지진단 용역,광주환경공단,광주광역시,47844000,4784,0.48,2026-02-25 14:23:48,수의계약,기타,소액수의,,안계홍,062-603-5537
R26DD20666794,양구군 두무 자연재해위험개선지구 정비사업-터널방수시트 신기술·특허공법 기술제안서 제출 안내,강원특별자치도 양구군,강원특별자치도,520291000,52029,5.2,2026-02-25 09:57:30,일반경쟁,기타,일반경쟁,,이은호,033-480-7501
R26DD20666716,주택건설공사 감리용역(소방)(천안 백석5지구 2BL 공동주택 신축공사),충청남도 천안시,충청남도,128854794,12885,1.29,2026-02-25 09:50:31,일반경쟁,소방공사,재량계약,,표종훈,041-521-5705
R26DD20666713,양구군 두무 자연재해위험개선지구 정비사업-강관보강그라우팅 신기술·특허공법 기술제안서 제출 안내,강원특별자치도 양구군,강원특별자치도,520291000,52029,5.2,2026-02-25 09:49:53,일반경쟁,기타,일반경쟁,,이은호,033-480-7501
R26DD20667254,2026년 남동구 1지역 블록정비공사 공공측량 용역,인천광역시 상수도사업본부 남동부수도사업소,인천광역시,45507000,4551,0.46,2026-02-25 13:54:38,수의계약,기타,소액수의,,정창훈,032-720-3565
R26DD20667167,치산 자연재해위험개선지구 정비사업 착공후지하안전조사용역,경상북도 고령군,경상북도,118790000,11879,1.19,2026-02-25 13:31:56,제한경쟁,기타,재량계약,,방영민,054-950-6642
R26DD20667161,"2026년 남해바다숲 신규지(완도군 미라리, 상정리) 효과조사",한국수산자원공단 남해본부,해양수산부,61349000,6135,0.61,2026-02-25 13:31:03,수의계약,기타,재량계약,,신경수,061-640-1921
R26DD20667146,"2026년 부천시 노후 상수도관 교체공사(3,6,7구간) 실시설계용역",경기도 부천시,경기도,181600000,18160,1.82,2026-02-25 13:28:13,제한경쟁,기타,재량계약,,황춘원,032-625-3308
R26DD20666880,"2026년 임도 실시설계용역 3차(구조개량_기번6, 이천리 산322)",산림청 동부지방산림청 삼척국유림관리소,산림청,8484000,848,0.08,2026-02-25 10:17:35,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666876,신도시정수장 도수관로 복선화사업 실시설계 용역 입찰공고 (가격입찰 후 PQ),경상남도 양산시,경상남도,299770000,29977,3.0,2026-02-25 10:15:59,일반경쟁,기타,일반경쟁,,이정연,055-392-5411
R26DD20666857,"2026년 임도 실시설계용역 3차(구조개량_기번 1, 궁촌리 산310)",산림청 동부지방산림청 삼척국유림관리소,산림청,4087000,409,0.04,2026-02-25 10:09:45,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20667068,나주시 남평처리구역 하수관로 기술진단 용역,전라남도 나주시 하수도사업소,전라남도,150100000,15010,1.5,2026-02-25 11:48:05,제한경쟁,기타,재량계약,,정유미,061-339-7643
R26DD20666662,주택건설공사 감리용역(소방)(천안 백석5지구 1BL 공동주택 신축공사),충청남도 천안시,충청남도,1042909585,104291,10.43,2026-02-25 09:32:14,일반경쟁,소방공사,일반경쟁,,표종훈,041-521-5705
R26DD20666601,2026년 1권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 운반용역,대전광역시 건설관리본부,대전광역시,5428000,543,0.05,2026-02-25 09:10:30,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20667282,식사지구 수리시설정비사업 세부설계 용역,한국농어촌공사 경기지역본부 고양지사,한국농어촌공사,11929000,1193,0.12,2026-02-25 14:03:44,수의계약,기타,소액수의,,김효섭,031-929-9436
R26DD20666629,2026년 숲가꾸기(솎아베기)사업 실시설계용역 3차,산림청 동부지방산림청 삼척국유림관리소,산림청,13251000,1325,0.13,2026-02-25 09:19:45,수의계약,기타,소액수의,,박재철,033-570-5241
R26DD20666614,2026년 지역특화 및 큰나무 조림사업 감리 용역,전라남도 장흥군,전라남도,27720000,2772,0.28,2026-02-25 09:14:45,수의계약,기타,소액수의,,정영서,061-860-6089
R26DD20666602,"강북아리수정수센터 소규모공사(토목, 건축 등) 감독권한대행 등 건설사업관리 용역",서울특별시 서울아리수본부 강북아리수정수센터,서울특별시,1724675000,172468,17.25,2026-02-25 09:10:38,일반경쟁,건축공사,일반경쟁,,신현순,02-3146-5881
R26DD20667259,2026년 상반기 시설물안전법 대상 교량(3종) 정기안전점검 용역,경상남도 창원시 성산구,경상남도,63600000,6360,0.64,2026-02-25 13:56:10,수의계약,토목공사,재량계약,,구자룡,055-272-4646
R26DD20665905,공주시 하수도정비 기본계획(변경) 및 물재이용 관리계획(변경) 수립용역,충청남도 공주시,충청남도,3785000000,378500,37.85,2026-02-24 16:25:47,일반경쟁,기타,일반경쟁,,김은성,041-840-7943
R26DD20665893,"대구대공원 아파트(A1BL, A4BL) 교통영향평가용역 시행의뢰",대구도시개발공사,대구광역시,223938000,22394,2.24,2026-02-24 16:20:19,제한경쟁,기타,일반경쟁,,박혜진,053-350-0173
R26DD20666937,경상중학교 외 3교 조리실 환기시설 개선 전기공사 설계용역,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청,8426000,843,0.08,2026-02-25 10:47:34,수의계약,전기공사,소액수의,,채준철,053-234-0146
R26DD20666273,거제시 중앙공공하수처리시설 외 1개소 정밀안전점검 용역,경상남도 거제시,경상남도,44072000,4407,0.44,2026-02-24 19:10:52,수의계약,기타,소액수의,,백정화,055-639-3501
R26DD20665723,"인천시 간선급헹버스체계(부평, 계양대로BRT) 개발계획 수립 용역",인천광역시,인천광역시,298000000,29800,2.98,2026-02-24 15:12:35,제한경쟁,기타,일반경쟁,,강환명,032-440-3882
R26DD20666863,"2026년 임도 실시설계용역 3차(구조개량_기번 3, 궁촌리 산310)",산림청 동부지방산림청 삼척국유림관리소,산림청,5900000,590,0.06,2026-02-25 10:12:44,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666178,남한산성 여장(동장대터~연주봉옹성) 보수공사 설계용역,경기도,경기도,97900000,9790,0.98,2026-02-24 17:55:37,수의계약,기타,재량계약,,남유진,031-8008-4193
R26DD20665679,기후과학도서관 건립 기본계획 수립 용역,기상청,기상청,360000000,36000,3.6,2026-02-24 14:56:35,일반경쟁,기타,일반경쟁,,옥순기,042-481-9461
R26DD20667028,국도13호선 해남 영신지구 등 4개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,113000000,11300,1.13,2026-02-25 11:28:47,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20667026,국도23호선 함평 진양지구 등 6개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,165000000,16500,1.65,2026-02-25 11:28:27,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20667020,국도1호선 장성 영천지구 등 4개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,125000000,12500,1.25,2026-02-25 11:27:25,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20667002,지사지구 취약지역생활여건개조사업 지역역량강화 용역,한국농어촌공사 전북지역본부 무진장지사,한국농어촌공사,130000000,13000,1.3,2026-02-25 11:21:07,일반경쟁,기타,재량계약,,이홍섭,063-350-7012
R26DD20666995,급성질환 원인바이러스 분석법 개선 연구,해양수산부 국립수산과학원,해양수산부,70000000,7000,0.7,2026-02-25 11:18:26,제한경쟁,기타,재량계약,,최효주,051-720-2632
R26DD20666940,2026년 사내집합교육 및 디지털 교육 플랫폼 위탁운영,(주)코스콤,(주)코스콤,425194000,42519,4.25,2026-02-25 10:50:40,제한경쟁,기타,일반경쟁,,전혜영,02-767-7517
R26DD20667369,2026 교재개발용역,경기도교육청 청심국제고등학교,경기도교육청,354288000,35429,3.54,2026-02-25 14:28:49,일반경쟁,기타,일반경쟁,,황남경,031-589-8900
R26DD20666859,제1대 국가유산위원회 위촉식 및 전체회의 행사대행 용역,국가유산청,국가유산청,30000000,3000,0.3,2026-02-25 10:10:42,제한경쟁,기타,소액수의,,장재혁,042-481-4770
R26DD20666849,중소조선사업장 방오도료 해양유입방지 가이드 마련 연구,기후에너지환경부 화학물질안전원,기후에너지환경부,50000000,5000,0.5,2026-02-25 10:06:41,제한경쟁,기타,소액수의,,석재원,043-830-4035
R26DD20666401,SSO 및 개인정보보호 솔루션 유지보수,울산대학교,교육부,37630000,3763,0.38,2026-02-24 21:36:26,일반경쟁,기타,소액수의,,정민수,052-259-2080
R26DD20666368,2026년 아동인권 당사자 모니터링,국가인권위원회,국가인권위원회,83000000,8300,0.83,2026-02-24 20:36:49,제한경쟁,기타,재량계약,,김나연,02-2125-9723
R26DD20666357,국도38호선 태안4권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,300190000,30019,3.0,2026-02-24 20:25:28,제한경쟁,토목공사,일반경쟁,,김원채,041-330-6517
R26DD20667325,2026년 지하시설물DB 정확도 개선 사업(협상),경상남도 양산시,경상남도,450000000,45000,4.5,2026-02-25 14:15:24,일반경쟁,기타,일반경쟁,,이상훈,055-392-2362
R26DD20667307,현산 조산 배수지선관로 설치공사 폐기물처리 용역,전라남도 해남군,전라남도,55500000,5550,0.56,2026-02-25 14:11:34,수의계약,기타,재량계약,,고형민,061-530-5278
R26DD20667281,2026년 도서관리시스템 유지보수 용역,서울특별시 서울식물원,서울특별시,7410000,741,0.07,2026-02-25 14:03:36,수의계약,기타,소액수의,,이완선,02-2104-9736
R26DD20667273,2026학년도 해강중학교 1학년 현장체험학습 차량 임차 용역 ,부산광역시교육청 부산광역시해운대교육청 해강중학교,부산광역시교육청,17328000,1733,0.17,2026-02-25 14:01:03,제한경쟁,기타,소액수의,,정연복,051-740-2707
R26DD20666307,국도1호선 천안권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,110550000,11055,1.11,2026-02-24 19:46:58,제한경쟁,토목공사,재량계약,,김원채,041-330-6517
R26DD20666304,국도21호선 예산권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,107030000,10703,1.07,2026-02-24 19:40:16,제한경쟁,토목공사,재량계약,,김원채,041-330-6517
R26DD20666272,용인도시계획도로 중3-191호 개설공사 폐기물처리용역,경기도 용인시,경기도,26916000,2692,0.27,2026-02-24 19:09:49,수의계약,토목공사,소액수의,,손지숙,031-6193-2432
R26DD20666248,배터리 파우치 시험방법 표준화 연구,한국표준협회,,60000000,6000,0.6,2026-02-24 18:41:18,제한경쟁,기타,재량계약,,홍종은,02-6240-4523
R26DD20667262,청주시 장애인 차별금지 및 인권보장 기본계획 수립 연구용역,충청북도 청주시,충청북도,65000000,6500,0.65,2026-02-25 13:57:05,수의계약,기타,재량계약,,이현정,043-201-1884
R26DD20667249,2026년 미추홀구 신설급수공사 폐기물 운반 및 처리용역(연간계약),인천광역시 상수도사업본부 중부수도사업소,인천광역시,25939000,2594,0.26,2026-02-25 13:53:22,수의계약,기타,소액수의,,이서란,032-720-3368
R26DD20667245,2026년 미추홀구 1지역 블록정비공사 폐기물 운반 및 처리용역(연간계약),인천광역시 상수도사업본부 중부수도사업소,인천광역시,58282000,5828,0.58,2026-02-25 13:52:11,수의계약,기타,재량계약,,임은영,032-720-3363
R26DD20667236,2026학년도 고3학년부장 진학교육 배움자리 운영 위탁용역 견적 공고,충청남도교육청 충청남도교육청진로융합교육원,충청남도교육청,28000000,2800,0.28,2026-02-25 13:46:43,제한경쟁,기타,소액수의,,우성균,041-406-2673
R26DD20667216,의령 자전거도로(남천교~홍의정 구간) 정비사업 폐기물처리 용역,경상남도 의령군,경상남도,36830000,3683,0.37,2026-02-25 13:40:27,수의계약,토목공사,소액수의,,김민구,055-570-3532
R26DD20666233,2026년도 찾아가는 수풀로 교육 운영 및 콘텐츠 보급 용역,한국환경보전원,정부산하기관및위원회,100000000,10000,1.0,2026-02-24 18:28:20,제한경쟁,기타,재량계약,,최대한,02-3407-1517
R26DD20666207,제61회 발명의 날 기념행사 운영 행사용역,한국발명진흥회,한국발명진흥회,211500000,21150,2.12,2026-02-24 18:10:09,제한경쟁,기타,일반경쟁,,민선홍,02-3459-2714
R26DD20666203,2026년도 비행시험통제센터 비행시험계측장비 유지보수 용역,항공안전기술원,항공안전기술원,55000000,5500,0.55,2026-02-24 18:08:50,제한경쟁,기타,재량계약,,하창일,032-727-5625
R26DD20666151,승언지구 수리시설개보수사업 건설폐기물처리용역,한국농어촌공사 충남지역본부 서산.태안지사,한국농어촌공사,44368000,4437,0.44,2026-02-24 17:53:19,제한경쟁,건축공사,소액수의,,양진혁,041-660-8523
R26DD20666150,2026년 집진설비 비산재 수거 반출 용역,대구공공시설관리공단,대구광역시,60770000,6077,0.61,2026-02-24 17:53:10,수의계약,기타,재량계약,,김광현,053-603-1822
R26DD20667155,야생동물 종합관리 시스템 고도화(2026년),기후에너지환경부 국립생물자원관,기후에너지환경부,302000000,30200,3.02,2026-02-25 13:30:02,제한경쟁,기타,일반경쟁,,이소연,032-590-7375
R26DD20667149,스마트 안전장비의 효과성 검증 체계 방안 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,70000000,7000,0.7,2026-02-25 13:28:26,제한경쟁,기타,재량계약,,엄기덕 과장 ,052-703-0851
