번호,사업명,발주기관,수요기관,예산액,예산(만원),예산(억),발주시기,계약방법,업종,재량여부,지역,담당자,연락처
R26DD20666967,대구동부초등학교 급식시설 환경개선공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청,22788000,2279,0.23,2026-02-25 11:05:59,수의계약,기타,소액수의,,여상길,053-232-0019
R26DD20666934,대구감천초등학교 조리장 이설 및 식당 확충공사 전기부문 설계용역,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청,17030000,1703,0.17,2026-02-25 10:45:31,수의계약,전기공사,소액수의,,채준철,053-234-0146
R26DD20666926,2026년 청주시 상수원 수질관리계획 수립용역,충청북도 청주시,충청북도,70240000,7024,0.7,2026-02-25 10:38:03,수의계약,기타,재량계약,,김남진,043-201-4562
R26DD20666898,(가칭)주암유치원 신축공사 외 1건(범계중) 기본 및 설계안전보건대장 적정성 검토용역,경기도교육청 경기도안양과천교육지원청,경기도교육청,3158000,316,0.03,2026-02-25 10:24:44,수의계약,건축공사,소액수의,,박병곤,031-380-7290
R26DD20665694,오수의견 관광지 지정(변경) 및 조성계획(변경) 용역,전북특별자치도 임실군,전북특별자치도,134200000,13420,1.34,2026-02-24 15:01:43,제한경쟁,기타,재량계약,,이현지,063-640-2194
R26DD20665690,성주고가도로 정밀안전진단 및 내진성능평가 용역,경상남도 창원시 성산구,경상남도,109300000,10930,1.09,2026-02-24 15:00:23,수의계약,토목공사,재량계약,,구자룡,055-272-4646
R26DD20665637,옥정호 명품관광지 조성사업(스카이워크) 기본 및 실시설계용역,전북특별자치도 임실군,전북특별자치도,180900000,18090,1.81,2026-02-24 14:47:55,제한경쟁,기타,재량계약,,이현지,063-640-2194
R26DD20666875,"2026년 임도 실시설계용역 3차(구조개량_기번5, 임원리 산1 외 2)",산림청 동부지방산림청 삼척국유림관리소,산림청,19745000,1974,0.2,2026-02-25 10:15:53,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666861,"2026년 임도 실시설계용역 3차(구조개량_기번 2, 궁촌리 산310)",산림청 동부지방산림청 삼척국유림관리소,산림청,19398000,1940,0.19,2026-02-25 10:11:22,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666690,핵융합 핵심기술 개발 및 첨단 인프라 구축사업 재해영향성 검토 용역,전라남도 나주시,전라남도,40000000,4000,0.4,2026-02-25 09:40:23,수의계약,기타,소액수의,,김영민,061-339-7854
R26DD20666674,구산초등학교 외 5교 상반기 제2·3종시설물(옹벽) 정기안전점검 용역,경상남도교육청 경상남도김해교육지원청,경상남도교육청,40629000,4063,0.41,2026-02-25 09:34:29,수의계약,기타,소액수의,,김상현,055-330-7674
R26DD20666659,완도 월송지구 소규모 배수개선사업 기본계획 수립 용역,한국농어촌공사 전남지역본부 해남.완도지사,한국농어촌공사,18900000,1890,0.19,2026-02-25 09:29:10,수의계약,기타,소액수의,,김가영,061-530-1574
R26DD20666563,2026년 숲가꾸기(어린나무)사업 1차 감리용역 1차,산림청 동부지방산림청 삼척국유림관리소,산림청,12883000,1288,0.13,2026-02-25 08:54:25,수의계약,기타,소액수의,,박재철,033-570-5241
R26DD20666406,2026년 사방시설 외관점검 위탁용역,산림청 북부지방산림청 수원국유림관리소,산림청,6500000,650,0.07,2026-02-24 21:45:12,수의계약,기타,소액수의,,이호현,031-240-8931
R26DD20667413,아산시 기타 시설물 정기안전점검용역,충청남도 아산시 미래도시관리사업소,충청남도,98010000,9801,0.98,2026-02-25 14:41:45,수의계약,기타,재량계약,,박기용,041-540-2932
R26DD20667412,2026년 개발제한구역 항공사진 DB구축 및 판독용역,경상남도,경상남도,70000000,7000,0.7,2026-02-25 14:40:51,수의계약,기타,재량계약,,이유진,055-211-3825
R26DD20666588,2026년 1권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 처리용역,대전광역시 건설관리본부,대전광역시,10502000,1050,0.11,2026-02-25 09:05:53,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20666552,장흥 향양지구 밭기반 정비사업 기본 및 실시설계 용역,전라남도 장흥군,전라남도,64854000,6485,0.65,2026-02-25 08:43:38,수의계약,기타,재량계약,,최준환,061-860-6151
R26DD20666549,장흥군 체육관 유지보수 실시설계 용역,전라남도 장흥군,전라남도,33050000,3305,0.33,2026-02-25 08:33:19,수의계약,기타,소액수의,,한성주,061-860-6281
R26DD20666188,점동면 덕평리(국도37호선) 위험도로 개선사업 실시설계 용역,경기도 여주시,경기도,56200000,5620,0.56,2026-02-24 18:01:41,수의계약,토목공사,재량계약,,이지연,031-887-2368
R26DD20665894,2026년 생활밀착형 숲 예술의전당 실내정원 조성사업 실시설계 용역,전북특별자치도 익산시,전북특별자치도,27813000,2781,0.28,2026-02-24 16:21:15,수의계약,기타,소액수의,,서남은,063-859-5967
R26DD20665828,고시 수상태양광발전소 수질 및 수생태계 사후    모니터링(운영시 4차),한국농어촌공사 전남지역본부 화순지사,한국농어촌공사,15200000,1520,0.15,2026-02-24 15:55:37,수의계약,기타,소액수의,,유경완,061-370-8500
R26DD20665673,2026년 도로굴착복구 및 시설물유지보수공사(연간단가계약) 건설폐기물 운반·처리용역,대구광역시 남구,대구광역시,28594000,2859,0.29,2026-02-24 14:55:16,수의계약,토목공사,소액수의,,손유정,053-664-2886
R26DD20666342,2026년 정밀안전점검 용역,인천광역시교육청 인천광역시북부교육지원청,인천광역시교육청,189506000,18951,1.9,2026-02-24 20:08:26,제한경쟁,기타,재량계약,,김소연,032-510-1545
R26DD20665984,북수원 테크노밸리 소규모환경영향평가 용역,경기주택도시공사,경기도,176000000,17600,1.76,2026-02-24 16:49:11,제한경쟁,기타,재량계약,,김윤주,031-220-7226
R26DD20667125,화순군 상수도 관망 기술진단 용역,전라남도 화순군,전라남도,200000000,20000,2.0,2026-02-25 13:20:21,제한경쟁,기타,재량계약,,조아란,061-379-3371
R26DD20667048,김해삼성초등학교 외 3교(4동) 건축물 정밀안전점검 용역,경상남도교육청 경상남도김해교육지원청,경상남도교육청,38838000,3884,0.39,2026-02-25 11:35:23,수의계약,건축공사,소액수의,,김상현,055-330-7674
R26DD20666935,대구덕인초등학교 양궁장 증축공사 전기부문 설계용역 ,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청,6900000,690,0.07,2026-02-25 10:46:15,수의계약,전기공사,소액수의,,채준철,053-234-0146
R26DD20666920,외동마을 농어촌취약지역생활여건개조사업 건축물 해체계획서 작성 용역,한국농어촌공사 전남지역본부 담양지사,한국농어촌공사,21000000,2100,0.21,2026-02-25 10:34:05,수의계약,건축공사,소액수의,,이대현,061-380-4106
R26DD20666868,"2026년 임도 실시설계용역 3차(구조개량_기번 4, 궁촌리 산310 외 1)",산림청 동부지방산림청 삼척국유림관리소,산림청,17546000,1755,0.18,2026-02-25 10:13:51,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666858,2026년 스마트관망 시설물 유지관리용역(북부),경기도 평택시 상하수도사업소,경기도,78628000,7863,0.79,2026-02-25 10:10:00,수의계약,기타,재량계약,,박현민,031-8024-5435
R26DD20666825,2026년 시민안전체험관 시설물 안전점검(정기안전점검 및 정밀안전점검),서울특별시 시민안전체험관,서울특별시,11550000,1155,0.12,2026-02-25 10:03:21,수의계약,기타,소액수의,,이보영,02-2027-4124
R26DD20666983,2026년 서울시 정신건강통계홈페이지  유지관리,서울시 정신건강복지센터,서울특별시,38427500,3843,0.38,2026-02-25 11:12:50,제한경쟁,기타,소액수의,,박가은,02-3444-9934
R26DD20666979,기계설비 개선공사 설계용역,대통령경호처,대통령경호처,47897000,4790,0.48,2026-02-25 11:10:48,수의계약,기계설비공사,소액수의,,양지숙,02-800-5536
R26DD20666936,대구선원초등학교 외 4교 조리실 환기시설 개선 전기공사 설계용역,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청,9945000,994,0.1,2026-02-25 10:46:51,수의계약,전기공사,소액수의,,채준철,053-234-0146
R26DD20666441,2026년 2차 산불예방숲가꾸기사업(포리지구)감리용역,고령군산림조합,경상북도,4560000,456,0.05,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666440,2026년 2차 산불예방숲가꾸기사업(오사지구)감리용역,고령군산림조합,경상북도,7767000,777,0.08,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666439,2026년 2차 산불예방숲가꾸기사업(중화지구)감리용역,고령군산림조합,경상북도,6120000,612,0.06,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666438,2026년 2차 산불예방숲가꾸기사업(인안지구)감리용역,고령군산림조합,경상북도,7896000,790,0.08,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20666437,2026년 2차 산불예방숲가꾸기사업(사부지구)감리용역,고령군산림조합,경상북도,8244000,824,0.08,2026-02-25 00:57:42,수의계약,기타,소액수의,,김경구,054-954-2310
R26DD20667312,일운면 공공하수처리시설 증설사업 외 2개소 토질조사 용역,경상남도 거제시,경상남도,105490000,10549,1.05,2026-02-25 14:12:50,수의계약,기타,재량계약,,백정화,055-639-3501
R26DD20666923,국도40호선 반교터널 등 22개소 정기하자점검용역,국토교통부 대전지방국토관리청 논산국토관리사무소,국토교통부,81800000,8180,0.82,2026-02-25 10:36:38,제한경쟁,기타,재량계약,,선나연,041-730-5817
R26DD20666112,구미문화예술회관 건축물 정밀안전점검 용역,경상북도 구미시,경상북도,24500000,2450,0.24,2026-02-24 17:32:28,수의계약,건축공사,소액수의,,하태경,054-480-4573
R26DD20667136,2026년 속초시 보호구역 실태조사(심층) 용역,강원특별자치도 속초시,강원특별자치도,43000000,4300,0.43,2026-02-25 13:23:15,수의계약,기타,소액수의,,김상유,033-639-2487
R26DD20667098,2026년 춘기조림사업(가은외지구) 감리용역,경북 문경시산림조합,산림조합중앙회,10022000,1002,0.1,2026-02-25 13:08:16,수의계약,기타,소액수의,,장은주,054-555-2304
R26DD20666706,영선3지구 급경사지 정비사업 기본 및 실시설계용역,부산광역시 영도구,부산광역시,108700000,10870,1.09,2026-02-25 09:46:57,제한경쟁,기타,재량계약,,이승진,051-419-4145
R26DD20666604,2026년 2권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 운반용역,대전광역시 건설관리본부,대전광역시,5428000,543,0.05,2026-02-25 09:11:20,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20666596,2026년 2권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 처리용역,대전광역시 건설관리본부,대전광역시,10502000,1050,0.11,2026-02-25 09:09:07,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20666527,2026년 서서울호수공원 산사태 예방사업 시공감리용역 ,서울특별시 서부공원여가센터,서울특별시,3700000,370,0.04,2026-02-25 07:19:57,수의계약,기타,소액수의,,신혜경,070-7729-9400
R26DD20667015,2026년 나주 비축농지 임대형 스마트팜 세부설계 용역,한국농어촌공사 전남지역본부,한국농어촌공사,20102000,2010,0.2,2026-02-25 11:24:42,수의계약,기타,소액수의,,이규성,062-958-2310
R26DD20666366,2026년 임도시설사업(구조개량_기번5) 실시설계용역(3차),산림청 동부지방산림청 평창국유림관리소,산림청,17354000,1735,0.17,2026-02-24 20:32:35,수의계약,기타,소액수의,,서문철,033-330-4031
R26DD20666184,금자지구 지질조사 용역,한국농어촌공사 전남지역본부,한국농어촌공사,21651000,2165,0.22,2026-02-24 18:00:44,수의계약,기타,소액수의,,이규성,062-958-2310
R26DD20667362,아산시 3종 시설물 정기안전점검용역,충청남도 아산시 미래도시관리사업소,충청남도,97370000,9737,0.97,2026-02-25 14:26:07,수의계약,기타,재량계약,,박기용,041-540-2932
R26DD20666095,2026년 김해시 주차장 수급 및 안전관리 실태조사 용역_긴급,경상남도 김해시,경상남도,170500000,17050,1.71,2026-02-24 17:24:36,제한경쟁,기타,재량계약,,한도희,055-330-4917
R26DD20665744,실시간 통합정보시스템(4호선 진접선 50칸) 알림기능 개선 용역,서울교통공사,서울특별시,11000000,1100,0.11,2026-02-24 15:21:54,수의계약,기타,소액수의,,김일,02-6311-9661
R26DD20665728,가칭 온미래학교 신축공사 설계 경제성 등(VE) 검토 용역,전라남도교육청,전라남도교육청,72742000,7274,0.73,2026-02-24 15:14:52,제한경쟁,건축공사,재량계약,,박민아,061-260-0784
R26DD20667234,수산면 오티리 취약지역 생활여건 개조사업 기본 및 시행계획(실시설계) 수립 용역,충청북도 제천시,충청북도,169400000,16940,1.69,2026-02-25 13:46:06,제한경쟁,기타,재량계약,,김태수,043-641-6244
R26DD20667224,"2026년 남해바다숲 신규지(여수시 개도 신흥, 통영시 욕지 도동) 효과조사",한국수산자원공단 남해본부,해양수산부,61775000,6178,0.62,2026-02-25 13:42:38,수의계약,기타,재량계약,,신경수,061-640-1921
R26DD20667213,2026 덕유대 자연학습장 건축물대장 현행화 용역,국립공원공단 덕유산국립공원사무소,국립공원공단,41000000,4100,0.41,2026-02-25 13:39:50,수의계약,건축공사,소액수의,,이정우,063-320-3832
R26DD20667210,국도7호선 안호터널 등 5개소 정밀안전점검용역,국토교통부 원주지방국토관리청 강릉국토관리사무소,국토교통부,95000000,9500,0.95,2026-02-25 13:39:30,제한경쟁,기타,재량계약,,이호진,033-943-9934
R26DD20667201,국도7호선 쌍천교 등 3개소 정밀안전점검용역,국토교통부 원주지방국토관리청 강릉국토관리사무소,국토교통부,104000000,10400,1.04,2026-02-25 13:38:33,제한경쟁,기타,재량계약,,손원필,033-672-6431
R26DD20666421,2026년 상반기 정수시설 안전점검(정밀·정기) 용역,전라남도 영암군 수도사업소,전라남도,49410000,4941,0.49,2026-02-24 22:28:27,수의계약,기타,소액수의,,최현우,061-470-6711
R26DD20665640,2026년 상반기 남부권 1종 교량(12개소) 정기안전점검용역,세종특별자치시 도로관리사업소,세종특별자치시,80300000,8030,0.8,2026-02-24 14:48:13,수의계약,토목공사,재량계약,,유채희,044-301-3728
R26DD20666215,2026년 상반기 상수도시설물 정기 및 정밀안전점검 용역,경상남도 김해시,경상남도,48330000,4833,0.48,2026-02-24 18:14:25,수의계약,기타,소액수의,,김현경,055-330-3895
R26DD20667115,2026 덕유산 공중화장실 정비공사 실시설계 용역,국립공원공단 덕유산국립공원사무소,국립공원공단,18800000,1880,0.19,2026-02-25 13:18:07,수의계약,기타,소액수의,,이정우,063-320-3832
R26DD20667045,가덕터널(거제방향) 정밀안전진단용역,부산광역시,부산광역시,164500000,16450,1.65,2026-02-25 11:33:40,일반경쟁,기타,재량계약,,백기열,051-550-7263
R26DD20666968,"신남고 기숙사 및 실습실 증축 전기,통신,소방공사 설계용역",강원특별자치도교육청 강원특별자치도인제교육지원청,강원특별자치도교육청,142585000,14258,1.43,2026-02-25 11:06:41,제한경쟁,전기공사,재량계약,,황수연,033-460-1031
R26DD20666005,2026년 캠프킴 주변 유류오염 지하수 정화용역,서울특별시,서울특별시,80348000,8035,0.8,2026-02-24 16:56:18,일반경쟁,기타,재량계약,,최영진,02-120-0000
R26DD20666200,경주 파크골프장 조성사업 중장기계획 수립 및 타당성 조사 용역,경상북도 경주시,경상북도,99809000,9981,1.0,2026-02-24 18:07:55,수의계약,기타,재량계약,,최준혁,054-779-6166
R26DD20666007,2026년 서울월드컵경기장 지붕층 계측시스템 유지관리 용역,서울시설공단,서울특별시,92700000,9270,0.93,2026-02-24 16:56:57,수의계약,기타,재량계약,,권욱천,02-2128-2939
R26DD20666397,2026년 사방시설 정밀점검 위탁용역,산림청 북부지방산림청 수원국유림관리소,산림청,19260000,1926,0.19,2026-02-24 21:20:48,수의계약,기타,소액수의,,이호현,031-240-8931
R26DD20666363,2026년 이도시설사업(구조개량_기번3) 실시설계용역(3차),산림청 동부지방산림청 평창국유림관리소,산림청,19282000,1928,0.19,2026-02-24 20:31:14,수의계약,기타,소액수의,,서문철,033-330-4031
R26DD20667192,국도44호선 옥녀1교 등 5개소 정밀안전점검용역,국토교통부 원주지방국토관리청 강릉국토관리사무소,국토교통부,97000000,9700,0.97,2026-02-25 13:37:32,제한경쟁,기타,재량계약,,이재인,033-943-9933
R26DD20667158,문화제조창 문화의 언덕 경관조성사업 기본(디자인) 및 실시설계용역,충청북도 청주시,충청북도,50000000,5000,0.5,2026-02-25 13:30:41,수의계약,기타,소액수의,,연승,043-201-2554
R26DD20667414,신내 택지개발지구 지구단위계획 재정비 관련 교통영향평가 용역,서울특별시,서울특별시,200000000,20000,2.0,2026-02-25 14:42:34,제한경쟁,기타,재량계약,,안동호,02-2133-8397
R26DD20667409,거제면 공공하수처리시설 증설사업 외 4개소 조사측량 용역,경상남도 거제시,경상남도,101300000,10130,1.01,2026-02-25 14:40:12,수의계약,기타,재량계약,,백정화,055-639-4903
R26DD20667352,광주제1하수처리장 에너지진단 용역,광주환경공단,광주광역시,47844000,4784,0.48,2026-02-25 14:23:48,수의계약,기타,소액수의,,안계홍,062-603-5537
R26DD20666716,주택건설공사 감리용역(소방)(천안 백석5지구 2BL 공동주택 신축공사),충청남도 천안시,충청남도,128854794,12885,1.29,2026-02-25 09:50:31,일반경쟁,소방공사,재량계약,,표종훈,041-521-5705
R26DD20667254,2026년 남동구 1지역 블록정비공사 공공측량 용역,인천광역시 상수도사업본부 남동부수도사업소,인천광역시,45507000,4551,0.46,2026-02-25 13:54:38,수의계약,기타,소액수의,,정창훈,032-720-3565
R26DD20667167,치산 자연재해위험개선지구 정비사업 착공후지하안전조사용역,경상북도 고령군,경상북도,118790000,11879,1.19,2026-02-25 13:31:56,제한경쟁,기타,재량계약,,방영민,054-950-6642
R26DD20667161,"2026년 남해바다숲 신규지(완도군 미라리, 상정리) 효과조사",한국수산자원공단 남해본부,해양수산부,61349000,6135,0.61,2026-02-25 13:31:03,수의계약,기타,재량계약,,신경수,061-640-1921
R26DD20667146,"2026년 부천시 노후 상수도관 교체공사(3,6,7구간) 실시설계용역",경기도 부천시,경기도,181600000,18160,1.82,2026-02-25 13:28:13,제한경쟁,기타,재량계약,,황춘원,032-625-3308
R26DD20666880,"2026년 임도 실시설계용역 3차(구조개량_기번6, 이천리 산322)",산림청 동부지방산림청 삼척국유림관리소,산림청,8484000,848,0.08,2026-02-25 10:17:35,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666857,"2026년 임도 실시설계용역 3차(구조개량_기번 1, 궁촌리 산310)",산림청 동부지방산림청 삼척국유림관리소,산림청,4087000,409,0.04,2026-02-25 10:09:45,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20667068,나주시 남평처리구역 하수관로 기술진단 용역,전라남도 나주시 하수도사업소,전라남도,150100000,15010,1.5,2026-02-25 11:48:05,제한경쟁,기타,재량계약,,정유미,061-339-7643
R26DD20666601,2026년 1권역 교량 등 도로시설물 긴급보수공사(연간단가) 폐기물 운반용역,대전광역시 건설관리본부,대전광역시,5428000,543,0.05,2026-02-25 09:10:30,수의계약,토목공사,소액수의,,이표은,042-270-8744
R26DD20667282,식사지구 수리시설정비사업 세부설계 용역,한국농어촌공사 경기지역본부 고양지사,한국농어촌공사,11929000,1193,0.12,2026-02-25 14:03:44,수의계약,기타,소액수의,,김효섭,031-929-9436
R26DD20666629,2026년 숲가꾸기(솎아베기)사업 실시설계용역 3차,산림청 동부지방산림청 삼척국유림관리소,산림청,13251000,1325,0.13,2026-02-25 09:19:45,수의계약,기타,소액수의,,박재철,033-570-5241
R26DD20666614,2026년 지역특화 및 큰나무 조림사업 감리 용역,전라남도 장흥군,전라남도,27720000,2772,0.28,2026-02-25 09:14:45,수의계약,기타,소액수의,,정영서,061-860-6089
R26DD20667259,2026년 상반기 시설물안전법 대상 교량(3종) 정기안전점검 용역,경상남도 창원시 성산구,경상남도,63600000,6360,0.64,2026-02-25 13:56:10,수의계약,토목공사,재량계약,,구자룡,055-272-4646
R26DD20666937,경상중학교 외 3교 조리실 환기시설 개선 전기공사 설계용역,대구광역시교육청 대구광역시남부교육지원청,대구광역시교육청,8426000,843,0.08,2026-02-25 10:47:34,수의계약,전기공사,소액수의,,채준철,053-234-0146
R26DD20666273,거제시 중앙공공하수처리시설 외 1개소 정밀안전점검 용역,경상남도 거제시,경상남도,44072000,4407,0.44,2026-02-24 19:10:52,수의계약,기타,소액수의,,백정화,055-639-3501
R26DD20666863,"2026년 임도 실시설계용역 3차(구조개량_기번 3, 궁촌리 산310)",산림청 동부지방산림청 삼척국유림관리소,산림청,5900000,590,0.06,2026-02-25 10:12:44,수의계약,기타,소액수의,,고지만,033-570-5231
R26DD20666178,남한산성 여장(동장대터~연주봉옹성) 보수공사 설계용역,경기도,경기도,97900000,9790,0.98,2026-02-24 17:55:37,수의계약,기타,재량계약,,남유진,031-8008-4193
R26DD20667028,국도13호선 해남 영신지구 등 4개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,113000000,11300,1.13,2026-02-25 11:28:47,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20667026,국도23호선 함평 진양지구 등 6개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,165000000,16500,1.65,2026-02-25 11:28:27,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20667020,국도1호선 장성 영천지구 등 4개소 포장도 보수공사 폐기물처리용역,국토교통부 익산지방국토관리청 광주국토관리사무소,국토교통부,125000000,12500,1.25,2026-02-25 11:27:25,제한경쟁,토목공사,재량계약,,석지언,062-970-6313
R26DD20667002,지사지구 취약지역생활여건개조사업 지역역량강화 용역,한국농어촌공사 전북지역본부 무진장지사,한국농어촌공사,130000000,13000,1.3,2026-02-25 11:21:07,일반경쟁,기타,재량계약,,이홍섭,063-350-7012
R26DD20666995,급성질환 원인바이러스 분석법 개선 연구,해양수산부 국립수산과학원,해양수산부,70000000,7000,0.7,2026-02-25 11:18:26,제한경쟁,기타,재량계약,,최효주,051-720-2632
R26DD20666859,제1대 국가유산위원회 위촉식 및 전체회의 행사대행 용역,국가유산청,국가유산청,30000000,3000,0.3,2026-02-25 10:10:42,제한경쟁,기타,소액수의,,장재혁,042-481-4770
R26DD20666849,중소조선사업장 방오도료 해양유입방지 가이드 마련 연구,기후에너지환경부 화학물질안전원,기후에너지환경부,50000000,5000,0.5,2026-02-25 10:06:41,제한경쟁,기타,소액수의,,석재원,043-830-4035
R26DD20666401,SSO 및 개인정보보호 솔루션 유지보수,울산대학교,교육부,37630000,3763,0.38,2026-02-24 21:36:26,일반경쟁,기타,소액수의,,정민수,052-259-2080
R26DD20666368,2026년 아동인권 당사자 모니터링,국가인권위원회,국가인권위원회,83000000,8300,0.83,2026-02-24 20:36:49,제한경쟁,기타,재량계약,,김나연,02-2125-9723
R26DD20667307,현산 조산 배수지선관로 설치공사 폐기물처리 용역,전라남도 해남군,전라남도,55500000,5550,0.56,2026-02-25 14:11:34,수의계약,기타,재량계약,,고형민,061-530-5278
R26DD20667281,2026년 도서관리시스템 유지보수 용역,서울특별시 서울식물원,서울특별시,7410000,741,0.07,2026-02-25 14:03:36,수의계약,기타,소액수의,,이완선,02-2104-9736
R26DD20667273,2026학년도 해강중학교 1학년 현장체험학습 차량 임차 용역 ,부산광역시교육청 부산광역시해운대교육청 해강중학교,부산광역시교육청,17328000,1733,0.17,2026-02-25 14:01:03,제한경쟁,기타,소액수의,,정연복,051-740-2707
R26DD20666307,국도1호선 천안권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,110550000,11055,1.11,2026-02-24 19:46:58,제한경쟁,토목공사,재량계약,,김원채,041-330-6517
R26DD20666304,국도21호선 예산권역 포장도 보수공사 건설폐기물처리용역,국토교통부 대전지방국토관리청 예산국토관리사무소,국토교통부,107030000,10703,1.07,2026-02-24 19:40:16,제한경쟁,토목공사,재량계약,,김원채,041-330-6517
R26DD20666272,용인도시계획도로 중3-191호 개설공사 폐기물처리용역,경기도 용인시,경기도,26916000,2692,0.27,2026-02-24 19:09:49,수의계약,토목공사,소액수의,,손지숙,031-6193-2432
R26DD20666248,배터리 파우치 시험방법 표준화 연구,한국표준협회,,60000000,6000,0.6,2026-02-24 18:41:18,제한경쟁,기타,재량계약,,홍종은,02-6240-4523
R26DD20667262,청주시 장애인 차별금지 및 인권보장 기본계획 수립 연구용역,충청북도 청주시,충청북도,65000000,6500,0.65,2026-02-25 13:57:05,수의계약,기타,재량계약,,이현정,043-201-1884
R26DD20667249,2026년 미추홀구 신설급수공사 폐기물 운반 및 처리용역(연간계약),인천광역시 상수도사업본부 중부수도사업소,인천광역시,25939000,2594,0.26,2026-02-25 13:53:22,수의계약,기타,소액수의,,이서란,032-720-3368
R26DD20667245,2026년 미추홀구 1지역 블록정비공사 폐기물 운반 및 처리용역(연간계약),인천광역시 상수도사업본부 중부수도사업소,인천광역시,58282000,5828,0.58,2026-02-25 13:52:11,수의계약,기타,재량계약,,임은영,032-720-3363
R26DD20667236,2026학년도 고3학년부장 진학교육 배움자리 운영 위탁용역 견적 공고,충청남도교육청 충청남도교육청진로융합교육원,충청남도교육청,28000000,2800,0.28,2026-02-25 13:46:43,제한경쟁,기타,소액수의,,우성균,041-406-2673
R26DD20667216,의령 자전거도로(남천교~홍의정 구간) 정비사업 폐기물처리 용역,경상남도 의령군,경상남도,36830000,3683,0.37,2026-02-25 13:40:27,수의계약,토목공사,소액수의,,김민구,055-570-3532
R26DD20666233,2026년도 찾아가는 수풀로 교육 운영 및 콘텐츠 보급 용역,한국환경보전원,정부산하기관및위원회,100000000,10000,1.0,2026-02-24 18:28:20,제한경쟁,기타,재량계약,,최대한,02-3407-1517
R26DD20666203,2026년도 비행시험통제센터 비행시험계측장비 유지보수 용역,항공안전기술원,항공안전기술원,55000000,5500,0.55,2026-02-24 18:08:50,제한경쟁,기타,재량계약,,하창일,032-727-5625
R26DD20666151,승언지구 수리시설개보수사업 건설폐기물처리용역,한국농어촌공사 충남지역본부 서산.태안지사,한국농어촌공사,44368000,4437,0.44,2026-02-24 17:53:19,제한경쟁,건축공사,소액수의,,양진혁,041-660-8523
R26DD20666150,2026년 집진설비 비산재 수거 반출 용역,대구공공시설관리공단,대구광역시,60770000,6077,0.61,2026-02-24 17:53:10,수의계약,기타,재량계약,,김광현,053-603-1822
R26DD20667149,스마트 안전장비의 효과성 검증 체계 방안 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,70000000,7000,0.7,2026-02-25 13:28:26,제한경쟁,기타,재량계약,,엄기덕 과장 ,052-703-0851
R26DD20667139,건설업 산업안전보건관리비 사용 실태조사 및 개선 방안 연구 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,80000000,8000,0.8,2026-02-25 13:25:40,제한경쟁,기타,재량계약,,정우준 차장,052-703-0855
R26DD20667137,안전·보건관리자 제도(선임 기준 등) 개편 방안,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,150000000,15000,1.5,2026-02-25 13:24:13,제한경쟁,기타,재량계약,,조천호 차장 ,052-703-0852
R26DD20667119,위험성평가 제재 규정 등의 현장 안착을 위한 방안 ,한국산업안전보건공단 산업안전보건연구원,한국산업안전보건공단,70000000,7000,0.7,2026-02-25 13:18:45,제한경쟁,기타,재량계약,,신비오 차장 ,052-703-0853
R26DD20666718,안전책임자 재난관리 역량 강화를 위한 교육과정 개발,행정안전부,행정안전부,36000000,3600,0.36,2026-02-25 09:51:25,제한경쟁,기타,소액수의,,배진우,044-205-4511
R26DD20666714,2026년 초등교사 환경직무연수가정 위탁운영(수도권),환경부 국립환경인재개발원,,50000000,5000,0.5,2026-02-25 09:50:20,제한경쟁,기타,소액수의,,정원철,032-560-7870
